col_0,col_1,N,(%),Valid (%)
Valid,"01: Economy, economic growth",646,2.7,2.9
,"02: Lack of jobs, unemployment",2536,10.5,11.3
,03: Skill training,78,.3,.3
,"04: Lack of Industry, industrialization",68,.3,.3
,"05: Price rise, high fuel prices",890,3.7,4.0
,06: Economic inequality,83,.3,.4
,07: Wages/salaries/pensions,140,.6,.6
,"08: Poverty, neglect of poor",604,2.5,2.7
