col_0,col_1,N,(%)
,1: Fully agree,224,36.5
,2: Somewhat agree,67,10.9
,3: Somewhat disagree,73,11.9
,4: Fully disagree,189,30.7
,7: Can't say,28,4.6
,8: No response,33,5.4
,Total,615,100.0
