state,district,state_key,district_key,has_nfhs4,has_nfhs5,fertility_rate_change,electricity_pct_change,improved_sanitation_pct_change,lpg_pct_change,mobile_phone_pct_change,bank_account_pct_change,women_secondary_edu_pct_change,female_literacy_pct_change,male_literacy_pct_change,wealth_index_mean_change,urban_pct_change,fertility_rate_annual_change,electricity_pct_annual_change,improved_sanitation_pct_annual_change,lpg_pct_annual_change,mobile_phone_pct_annual_change,bank_account_pct_annual_change,women_secondary_edu_pct_annual_change,female_literacy_pct_annual_change,male_literacy_pct_annual_change,wealth_index_mean_annual_change,urban_pct_annual_change,household_count_nfhs4,household_count_nfhs5,change_quality_flag
Andaman & Nicobar Islands,Nicobars,ANDAMAN AND NICOBAR ISLANDS,NICOBARS,False,True,,,,,,,,,,,,,,,,,,,,,,,,7.0,low
Andaman & Nicobar Islands,North & Middle Andaman,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,False,True,,,,,,,,,,,,,,,,,,,,,,,,7.0,low
Andaman & Nicobar Islands,South Andaman,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,False,True,,,,,,,,,,,,,,,,,,,,,,,,7.0,low
Andhra Pradesh,Anantapur,ANDHRA PRADESH,ANANTAPUR,True,True,,24.329914702860393,33.39497980723527,30.12614712004644,4.708047396447055,,,,,,0.46342682127529855,,4.865982940572079,6.678995961447055,6.025229424009288,0.9416094792894111,,,,,,0.09268536425505972,74.0,6.0,low
Andhra Pradesh,Chittoor,ANDHRA PRADESH,CHITTOOR,True,True,,8.569339471751064,32.51628753835006,19.184900224860613,38.62113388949784,,,,,,-5.073916372741962,,1.7138678943502128,6.503257507670012,3.8369800449721225,7.724226777899569,,,,,,-1.0147832745483925,160.0,8.0,low
Andhra Pradesh,East Godavari,ANDHRA PRADESH,EAST GODAVARI,True,True,,36.73180778049188,44.5412773395446,31.766997608953247,57.27522252710167,,,,,,-9.082591576327763,,7.346361556098375,8.90825546790892,6.353399521790649,11.455044505420334,,,,,,-1.8165183152655526,205.0,5.0,low
Andhra Pradesh,Guntur,ANDHRA PRADESH,GUNTUR,True,True,,27.17763470531061,7.566434928416783,29.90391183595295,12.641946830547475,,,,,,12.641946830547475,,5.435526941062122,1.5132869856833566,5.98078236719059,2.528389366109495,,,,,,2.528389366109495,88.0,12.0,low
Andhra Pradesh,Krishna,ANDHRA PRADESH,KRISHNA,True,True,,3.0194445865479196,-54.621524716243194,-20.861202346808582,6.232645433744402,,,,,,-87.35805316945252,,0.6038889173095839,-10.92430494324864,-4.172240469361716,1.2465290867488803,,,,,,-17.471610633890503,166.0,9.0,low
Andhra Pradesh,Kurnool,ANDHRA PRADESH,KURNOOL,True,True,,22.69996520009188,33.05601526068993,11.933977348123545,16.63984654197649,,,,,,5.299559835353934,,4.539993040018376,6.611203052137986,2.386795469624709,3.3279693083952977,,,,,,1.0599119670707868,128.0,7.0,low
Andhra Pradesh,Prakasam,ANDHRA PRADESH,PRAKASAM,True,True,,37.4377907040847,4.604842337348444,-4.343608936227216,21.33699070468065,,,,,,-12.162900286462072,,7.487558140816939,0.9209684674696887,-0.8687217872454432,4.26739814093613,,,,,,-2.4325800572924146,156.0,6.0,low
Andhra Pradesh,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,True,True,,5.882352941176478,-5.297525642380101,-3.6291549780527887,27.201622358789564,,,,,,-87.35805316945252,,1.1764705882352957,-1.0595051284760202,-0.7258309956105577,5.440324471757913,,,,,,-17.471610633890503,17.0,9.0,low
Andhra Pradesh,Srikakulam,ANDHRA PRADESH,SRIKAKULAM,True,True,,8.016098997898695,-7.031441554527007,-23.99741209245447,31.352697878652265,,,,,,-41.100639281753715,,1.603219799579739,-1.4062883109054014,-4.799482418490895,6.270539575730453,,,,,,-8.220127856350743,51.0,4.0,low
Andhra Pradesh,Visakhapatnam,ANDHRA PRADESH,VISAKHAPATNAM,True,True,,23.950576912698224,12.463575874576744,23.320497734184258,45.41057957092771,,,,,,-10.753228648271572,,4.7901153825396445,2.492715174915349,4.664099546836852,9.082115914185541,,,,,,-2.150645729654314,169.0,8.0,low
Andhra Pradesh,Vizianagaram,ANDHRA PRADESH,VIZIANAGARAM,True,True,,12.309716981872995,60.98390556946146,47.112206322652476,29.25675412694059,,,,,,-11.741202170924362,,2.461943396374599,12.196781113892293,9.422441264530494,5.851350825388118,,,,,,-2.3482404341848726,238.0,5.0,low
Andhra Pradesh,West Godavari,ANDHRA PRADESH,WEST GODAVARI,True,True,,10.87781062162351,16.605930365182395,14.247810748373546,57.35577053123242,,,,,,-35.92033843060797,,2.175562124324702,3.321186073036479,2.849562149674709,11.471154106246484,,,,,,-7.184067686121594,229.0,9.0,low
Andhra Pradesh,Y.S.R.,ANDHRA PRADESH,Y S R,True,True,,12.320550609592686,16.715022560956296,19.92083158581418,32.11721249991411,,,,,,7.510186524411061,,2.4641101219185373,3.3430045121912593,3.984166317162836,6.423442499982822,,,,,,1.5020373048822122,244.0,9.0,low
Arunachal Pradesh,CHANGLANG,ARUNACHAL PRADESH,CHANGLANG,True,False,,,,,,,,,,,,,,,,,,,,,,,222.0,,low
Arunachal Pradesh,East Kameng,ARUNACHAL PRADESH,EAST KAMENG,True,True,,24.291179361867982,-33.00881485557246,17.752952741589652,-2.941176470588235,,,,,,20.694129212177888,,4.858235872373596,-6.601762971114492,3.5505905483179303,-0.588235294117647,,,,,,4.138825842435578,34.0,5.0,low
Arunachal Pradesh,EAST SIANG,ARUNACHAL PRADESH,EAST SIANG,True,False,,,,,,,,,,,,,,,,,,,,,,,110.0,,low
Arunachal Pradesh,Kra Daadi,ARUNACHAL PRADESH,KRA DAADI,False,True,,,,,,,,,,,,,,,,,,,,,,,,5.0,low
Arunachal Pradesh,Kurung Kumey,ARUNACHAL PRADESH,KURUNG KUMEY,False,True,,,,,,,,,,,,,,,,,,,,,,,,5.0,low
Arunachal Pradesh,Lohit,ARUNACHAL PRADESH,LOHIT,False,True,,,,,,,,,,,,,,,,,,,,,,,,5.0,low
Arunachal Pradesh,Longding,ARUNACHAL PRADESH,LONGDING,False,True,,,,,,,,,,,,,,,,,,,,,,,,5.0,low
Arunachal Pradesh,LOWER SUBANSIRI,ARUNACHAL PRADESH,LOWER SUBANSIRI,True,False,,,,,,,,,,,,,,,,,,,,,,,142.0,,low
Arunachal Pradesh,Namsai,ARUNACHAL PRADESH,NAMSAI,False,True,,,,,,,,,,,,,,,,,,,,,,,,5.0,low
Arunachal Pradesh,PAPUM PARE,ARUNACHAL PRADESH,PAPUM PARE,True,False,,,,,,,,,,,,,,,,,,,,,,,343.0,,low
Arunachal Pradesh,Papumpare,ARUNACHAL PRADESH,PAPUMPARE,False,True,,,,,,,,,,,,,,,,,,,,,,,,16.0,low
Arunachal Pradesh,Siang,ARUNACHAL PRADESH,SIANG,False,True,,,,,,,,,,,,,,,,,,,,,,,,5.0,low
Arunachal Pradesh,Tawang,ARUNACHAL PRADESH,TAWANG,True,True,,7.890191291425438,-0.17168505230679898,50.257004641696845,35.37727133443881,,,,,,38.85040739856231,,1.5780382582850876,-0.0343370104613598,10.051400928339369,7.075454266887762,,,,,,7.770081479712462,53.0,37.0,medium
Arunachal Pradesh,Tirap,ARUNACHAL PRADESH,TIRAP,True,True,,-11.81615789216707,-31.69482959619397,13.042394324321357,32.314424548482506,,,,,,53.674855940729906,,-2.363231578433414,-6.3389659192387935,2.6084788648642716,6.462884909696501,,,,,,10.73497118814598,116.0,5.0,low
Arunachal Pradesh,UPPER SIANG,ARUNACHAL PRADESH,UPPER SIANG,True,False,,,,,,,,,,,,,,,,,,,,,,,155.0,,low
Arunachal Pradesh,Upper Subansiri,ARUNACHAL PRADESH,UPPER SUBANSIRI,True,True,,44.97050284728672,-18.445213349437935,-22.911306346908617,-6.030467675494373,,,,,,100.0,,8.994100569457343,-3.689042669887587,-4.582261269381723,-1.2060935350988746,,,,,,20.0,62.0,2.0,low
Arunachal Pradesh,West Kameng,ARUNACHAL PRADESH,WEST KAMENG,True,True,,-0.4270844723962597,-28.129474537280693,-25.390186089243905,17.687796024359507,,,,,,24.595219870231137,,-0.08541689447925194,-5.625894907456138,-5.078037217848781,3.5375592048719016,,,,,,4.919043974046227,70.0,21.0,low
Arunachal Pradesh,West Siang,ARUNACHAL PRADESH,WEST SIANG,True,True,,49.95533325192102,-33.61927103012617,-3.332694315544532,-9.022394188127372,,,,,,0.0,,9.991066650384203,-6.723854206025234,-0.6665388631089064,-1.8044788376254743,,,,,,0.0,112.0,2.0,low
Assam,BARPETA,ASSAM,BARPETA,True,False,,,,,,,,,,,,,,,,,,,,,,,136.0,,low
Assam,Biswanath,ASSAM,BISWANATH,False,True,,,,,,,,,,,,,,,,,,,,,,,,5.0,low
Assam,CACHAR,ASSAM,CACHAR,True,False,,,,,,,,,,,,,,,,,,,,,,,241.0,,low
Assam,CHIRANG,ASSAM,CHIRANG,True,False,,,,,,,,,,,,,,,,,,,,,,,69.0,,low
Assam,Dhemaji,ASSAM,DHEMAJI,True,True,,70.1921983816397,-47.49770043761538,-4.928463892327076,-1.3337444389379984,,,,,,-4.445814796459995,,14.03843967632794,-9.499540087523076,-0.9856927784654153,-0.2667488877875997,,,,,,-0.8891629592919991,101.0,1.0,low
Assam,DIBRUGARH,ASSAM,DIBRUGARH,True,False,,,,,,,,,,,,,,,,,,,,,,,61.0,,low
Assam,DIMA HASAO,ASSAM,DIMA HASAO,True,False,,,,,,,,,,,,,,,,,,,,,,,202.0,,low
Assam,GOALPARA,ASSAM,GOALPARA,True,False,,,,,,,,,,,,,,,,,,,,,,,145.0,,low
Assam,GOLAGHAT,ASSAM,GOLAGHAT,True,False,,,,,,,,,,,,,,,,,,,,,,,167.0,,low
Assam,HAILAKANDI,ASSAM,HAILAKANDI,True,False,,,,,,,,,,,,,,,,,,,,,,,65.0,,low
Assam,JORHAT,ASSAM,JORHAT,True,False,,,,,,,,,,,,,,,,,,,,,,,279.0,,low
Assam,KAMRUP METROPOLITAN,ASSAM,KAMRUP METROPOLITAN,True,False,,,,,,,,,,,,,,,,,,,,,,,176.0,,low
Assam,KARBI ANGLONG,ASSAM,KARBI ANGLONG,True,False,,,,,,,,,,,,,,,,,,,,,,,142.0,,low
Assam,KARIMGANJ,ASSAM,KARIMGANJ,True,False,,,,,,,,,,,,,,,,,,,,,,,214.0,,low
Assam,KOKRAJHAR,ASSAM,KOKRAJHAR,True,False,,,,,,,,,,,,,,,,,,,,,,,229.0,,low
Assam,LAKHIMPUR,ASSAM,LAKHIMPUR,True,False,,,,,,,,,,,,,,,,,,,,,,,20.0,,low
Assam,MORIGAON,ASSAM,MORIGAON,True,False,,,,,,,,,,,,,,,,,,,,,,,251.0,,low
Assam,NAGAON,ASSAM,NAGAON,True,False,,,,,,,,,,,,,,,,,,,,,,,79.0,,low
